                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    392,               0.020949,               0.014526,               0.010123,              0.0072226,                0.48512,                0.50956,                 0.5344,                 0.4105,                0.48512,                0.50956,                0.53579,                 0.4097,               0.036171,               0.021806,              0.0057018,               0.052872,              0.0061291,              0.0061291,              0.0061291
                    393,               0.021769,               0.015829,              0.0091988,              0.0074109,                0.45485,                0.51964,                0.50193,                0.38579,                0.45485,                0.51964,                0.50298,                0.38247,                0.03697,               0.023159,              0.0056596,               0.061823,              0.0061192,              0.0061192,              0.0061192
                    394,               0.020982,               0.012509,              0.0095819,              0.0080043,                0.55262,                0.45855,                0.52191,                0.41504,                0.55262,                0.45855,                0.52046,                0.41211,               0.037139,               0.021545,               0.005414,               0.055959,              0.0061093,              0.0061093,              0.0061093
                    395,               0.020619,               0.012421,              0.0095492,              0.0068451,                0.43874,                0.51589,                0.51494,                0.40296,                0.43874,                0.51589,                0.51296,                0.40511,               0.037298,               0.020674,              0.0055749,               0.055991,              0.0060994,              0.0060994,              0.0060994
                    396,               0.021372,               0.014754,              0.0092181,               0.012193,                0.43399,                0.56908,                0.48989,                0.38811,                0.43399,                0.56908,                0.48804,                0.39294,               0.038677,               0.021081,              0.0052986,               0.058672,              0.0060895,              0.0060895,              0.0060895
                    397,               0.021032,               0.012127,              0.0094717,              0.0080384,                0.41761,                 0.4701,                0.46202,                0.36853,                0.41761,                 0.4701,                0.45928,                0.36295,               0.039401,               0.023383,              0.0055337,               0.064279,              0.0060796,              0.0060796,              0.0060796
                    398,               0.019286,               0.014597,               0.010156,              0.0095574,                 0.4259,                 0.3905,                0.44159,                0.34388,                0.42251,                0.38529,                0.43623,                0.34306,               0.041177,               0.023717,              0.0055952,               0.065775,              0.0060697,              0.0060697,              0.0060697
                    399,               0.020156,               0.011445,              0.0091279,              0.0061827,                0.40741,                0.40527,                0.42773,                0.33615,                0.40455,                 0.4004,                0.42329,                0.33212,               0.040122,               0.023205,              0.0058365,                0.06727,              0.0060598,              0.0060598,              0.0060598
                    400,               0.020008,               0.013613,               0.010053,              0.0074178,                  0.468,                 0.3873,                0.46907,                0.37776,                0.46856,                0.37533,                0.46538,                0.38266,               0.038257,               0.020168,              0.0057759,               0.063799,              0.0060499,              0.0060499,              0.0060499
                    401,               0.022015,               0.012672,              0.0092602,              0.0083619,                0.53435,                0.44004,                0.46912,                0.37212,                0.53435,                0.44004,                0.46549,                0.38473,               0.037706,               0.019874,              0.0057158,               0.057988,                0.00604,                0.00604,                0.00604
                    402,               0.023521,               0.013233,              0.0088464,              0.0078574,                0.60246,                0.44213,                0.49362,                0.40258,                0.60246,                0.44213,                0.49022,                0.40489,                0.03606,                   0.02,              0.0056596,                0.05676,              0.0060301,              0.0060301,              0.0060301
                    403,               0.019576,               0.012696,              0.0093765,              0.0097145,                0.47248,                0.42194,                  0.441,                0.35359,                0.47342,                0.42182,                0.43793,                0.35459,               0.037623,               0.020734,              0.0056868,               0.059184,              0.0060202,              0.0060202,              0.0060202
                    404,               0.022166,               0.013747,              0.0092237,               0.010185,                 0.4653,                0.54363,                0.49964,                0.39486,                 0.4653,                0.54363,                0.49734,                0.41096,               0.038476,               0.020607,              0.0058327,               0.054282,              0.0060103,              0.0060103,              0.0060103
                    405,               0.023494,               0.014132,               0.010207,              0.0089677,                0.49652,                0.54076,                0.53297,                0.43388,                0.50114,                0.54646,                0.53302,                0.43993,               0.037372,               0.020516,              0.0057425,               0.047617,              0.0060004,              0.0060004,              0.0060004
                    406,               0.022722,               0.014884,              0.0097787,              0.0093474,                0.47916,                0.54354,                0.53343,                0.41832,                0.48271,                0.54949,                0.53526,                0.44051,               0.038309,               0.020361,              0.0057805,                0.04391,              0.0059905,              0.0059905,              0.0059905
                    407,               0.021995,                 0.0145,              0.0098209,              0.0097547,                0.51799,                0.55563,                0.54879,                0.44965,                0.51799,                0.55563,                0.54612,                0.45866,               0.037113,                0.01924,              0.0056639,               0.045651,              0.0059806,              0.0059806,              0.0059806
                    408,               0.021071,               0.013151,               0.009013,              0.0093589,                 0.4634,                0.53295,                0.54222,                0.45176,                 0.4634,                0.53295,                0.53943,                0.45219,               0.036028,               0.019448,              0.0055099,               0.052071,              0.0059707,              0.0059707,              0.0059707
                    409,               0.021726,               0.013454,              0.0092134,              0.0093445,                0.52273,                0.33743,                0.48095,                0.40089,                0.52273,                0.33743,                0.47778,                0.39417,               0.036586,               0.020932,              0.0051856,               0.061246,              0.0059608,              0.0059608,              0.0059608
                    410,               0.019711,               0.012143,              0.0092737,               0.011039,                0.32818,                0.48075,                0.42162,                0.35369,                0.32818,                0.48075,                0.42071,                0.33895,               0.036717,               0.019981,               0.005146,               0.059569,              0.0059509,              0.0059509,              0.0059509
                    411,               0.021625,               0.013847,              0.0098151,                0.01771,                0.52125,                0.49901,                0.47059,                 0.3808,                0.52125,                0.49901,                 0.4693,                0.37651,               0.037274,               0.019673,              0.0051079,               0.050901,               0.005941,               0.005941,               0.005941
                    412,               0.021792,               0.015603,               0.010312,               0.011512,                0.50685,                0.53422,                 0.4606,                0.37599,                0.51224,                 0.5372,                0.46582,                0.37199,               0.036816,               0.019884,              0.0054221,               0.051227,              0.0059311,              0.0059311,              0.0059311
                    413,               0.022239,               0.017915,               0.010429,              0.0090444,                0.51337,                0.45971,                0.45896,                0.36917,                0.51774,                0.46268,                0.46544,                0.36817,                0.03655,               0.019939,              0.0056171,               0.050965,              0.0059212,              0.0059212,              0.0059212
                    414,               0.019816,               0.012581,              0.0092696,              0.0084203,                0.54294,                0.45387,                0.46427,                0.36782,                0.54531,                0.45628,                 0.4776,                0.37683,               0.036404,               0.019612,              0.0056558,                0.04987,              0.0059113,              0.0059113,              0.0059113
                    415,               0.022772,               0.013852,              0.0098139,               0.010148,                0.49381,                0.48142,                  0.498,                0.39567,                0.53512,                0.48379,                0.50875,                0.39623,               0.038015,               0.019791,              0.0054474,               0.045187,              0.0059014,              0.0059014,              0.0059014
                    416,               0.021805,               0.013199,              0.0098388,              0.0078322,                 0.4664,                0.58016,                0.52592,                0.40804,                 0.4664,                0.58016,                0.52273,                0.41765,               0.038437,               0.019749,              0.0054693,                0.04704,              0.0058915,              0.0058915,              0.0058915
                    417,               0.020165,               0.012207,              0.0091063,               0.013283,                0.50326,                 0.5773,                0.48907,                0.39359,                0.51317,                0.58085,                0.49455,                0.39213,               0.041072,                0.02095,              0.0052948,               0.053256,              0.0058816,              0.0058816,              0.0058816
                    418,               0.022963,               0.012989,               0.009635,              0.0091056,                0.54267,                0.49308,                0.52148,                0.42066,                0.55175,                  0.502,                0.52662,                0.42015,               0.040358,               0.021049,              0.0051599,               0.052252,              0.0058717,              0.0058717,              0.0058717
                    419,                0.02099,               0.012894,              0.0096287,               0.011902,                0.44408,                0.55688,                0.51372,                0.42828,                0.44967,                0.56852,                0.52042,                 0.4248,               0.038425,               0.022245,              0.0052185,               0.053555,              0.0058618,              0.0058618,              0.0058618
                    420,               0.021965,               0.013254,              0.0091412,              0.0064091,                0.37193,                0.57748,                0.47626,                0.40953,                0.37848,                0.58641,                0.48349,                0.40492,                0.03824,               0.023022,              0.0052195,               0.058682,              0.0058519,              0.0058519,              0.0058519
                    421,               0.020259,               0.013812,              0.0090426,              0.0069059,                0.49737,                0.46622,                0.48335,                0.39786,                0.49737,                0.46622,                0.48201,                0.40183,               0.039947,               0.021413,              0.0052133,               0.058875,               0.005842,               0.005842,               0.005842
                    422,               0.023521,               0.013581,              0.0092303,              0.0095743,                 0.4653,                0.50702,                0.47662,                0.39518,                 0.4653,                0.50702,                0.47642,                0.40335,               0.040073,               0.020514,              0.0053403,               0.063745,              0.0058321,              0.0058321,              0.0058321
                    423,               0.020117,               0.012145,              0.0093117,               0.007932,                0.40003,                0.57763,                 0.4844,                 0.4109,                0.40003,                0.57763,                0.48657,                0.41126,               0.039358,               0.019919,              0.0054317,               0.057411,              0.0058222,              0.0058222,              0.0058222
                    424,               0.022351,               0.012591,              0.0090279,              0.0074274,                0.41288,                0.58773,                0.52305,                0.43975,                0.41288,                0.58773,                0.52305,                0.44259,               0.039224,               0.019673,              0.0052743,               0.045448,              0.0058123,              0.0058123,              0.0058123
                    425,               0.020304,               0.015956,               0.010204,              0.0072891,                0.39419,                0.57929,                0.50051,                0.40547,                0.39419,                0.57929,                0.49979,                0.41116,               0.038783,               0.019645,                0.00543,               0.045074,              0.0058024,              0.0058024,              0.0058024
                    426,               0.022663,                0.01367,              0.0082663,              0.0092916,                0.47474,                0.50348,                0.47488,                0.38795,                0.46863,                0.49753,                0.46903,                0.39029,               0.037799,               0.020337,              0.0054121,               0.053342,              0.0057925,              0.0057925,              0.0057925
                    427,               0.021843,               0.012199,              0.0088492,              0.0092543,                0.63226,                0.39947,                0.49607,                0.40935,                0.63226,                0.39947,                0.48929,                0.40829,                0.03745,               0.020164,              0.0055163,               0.055713,              0.0057826,              0.0057826,              0.0057826
                    428,               0.021923,               0.012282,              0.0082688,              0.0078773,                0.41579,                 0.5388,                0.44952,                0.36487,                0.51517,                0.41905,                0.44493,                0.37549,               0.038233,               0.020253,              0.0054955,               0.057208,              0.0057727,              0.0057727,              0.0057727
                    429,               0.020721,               0.013736,              0.0098585,               0.010381,                0.52556,                 0.3364,                0.41557,                0.33749,                0.52556,                 0.3364,                0.41447,                0.34374,               0.040515,               0.021739,              0.0055723,               0.071468,              0.0057628,              0.0057628,              0.0057628
                    430,               0.020219,               0.013062,              0.0096851,              0.0096458,                0.49972,                0.45909,                0.44408,                0.35545,                0.50174,                0.47918,                0.44384,                  0.357,               0.041538,               0.022864,              0.0055084,               0.065593,              0.0057529,              0.0057529,              0.0057529
                    431,               0.020391,               0.013703,              0.0095495,              0.0070239,                0.63982,                0.41753,                0.48237,                0.38026,                0.63982,                0.41753,                0.48381,                0.38265,               0.040091,               0.023086,              0.0055099,               0.058105,               0.005743,               0.005743,               0.005743
                    432,               0.021087,               0.013495,              0.0090563,              0.0098402,                0.62199,                0.40599,                0.48222,                0.39096,                0.62199,                0.40599,                0.48339,                0.38894,               0.038396,               0.022575,              0.0056748,               0.054356,              0.0057331,              0.0057331,              0.0057331
                    433,               0.019797,               0.012419,               0.008877,              0.0072747,                0.52026,                0.45181,                  0.471,                0.37915,                0.52026,                0.45181,                0.47284,                0.38401,               0.037129,               0.020983,              0.0056205,                0.05363,              0.0057232,              0.0057232,              0.0057232
                    434,               0.020451,               0.012607,              0.0081872,               0.010139,                0.47736,                0.50979,                0.47712,                0.39245,                0.47736,                0.50979,                 0.4791,                0.38398,               0.034782,               0.019998,              0.0056314,               0.053288,              0.0057133,              0.0057133,              0.0057133
                    435,               0.018747,               0.015651,               0.008094,               0.013816,                0.52231,                0.58299,                0.53192,                0.43556,                0.52231,                0.58299,                 0.5321,                0.42818,               0.034534,               0.020103,              0.0054417,               0.045913,              0.0057034,              0.0057034,              0.0057034
                    436,                0.02029,               0.014877,              0.0096633,              0.0098836,                0.59135,                0.57712,                0.56267,                0.46707,                0.59135,                0.57712,                 0.5608,                0.45837,                0.03622,               0.021323,              0.0054655,               0.045235,              0.0056935,              0.0056935,              0.0056935
                    437,               0.020147,               0.012886,              0.0099023,              0.0093245,                0.54599,                0.51994,                0.52769,                0.43163,                0.55953,                0.49989,                0.51566,                0.42653,               0.036789,               0.021201,              0.0055766,               0.046719,              0.0056836,              0.0056836,              0.0056836
                    438,               0.019258,               0.012438,              0.0087172,              0.0075663,                0.51851,                0.42851,                 0.4696,                0.37504,                0.51851,                0.42851,                0.46579,                0.37973,               0.038556,               0.021437,              0.0058851,               0.051745,              0.0056737,              0.0056737,              0.0056737
                    439,               0.019921,               0.013792,              0.0092008,               0.013866,                0.40593,                0.43493,                0.43656,                0.34903,                0.40593,                0.43493,                0.43432,                0.35392,               0.037599,               0.020433,               0.005976,               0.058212,              0.0056638,              0.0056638,              0.0056638
                    440,                0.02017,               0.014199,              0.0088475,              0.0066771,                0.56194,                0.39798,                0.45612,                0.36859,                0.56194,                0.39798,                0.45549,                0.37005,                0.03615,               0.019222,              0.0060833,               0.061726,              0.0056539,              0.0056539,              0.0056539
                    441,               0.020833,               0.012554,              0.0083696,               0.012324,                0.58918,                0.44933,                0.51466,                 0.4184,                0.58918,                0.44933,                0.51412,                0.42232,               0.035141,               0.018539,              0.0060189,               0.050986,               0.005644,               0.005644,               0.005644
                    442,               0.019992,               0.013264,               0.010164,              0.0062247,                0.52204,                0.47333,                0.52705,                0.42225,                0.52204,                0.47333,                0.52526,                0.42973,               0.034374,                0.01878,              0.0058534,               0.043157,              0.0056341,              0.0056341,              0.0056341
                    443,                0.02095,               0.012993,               0.008738,               0.013171,                 0.5488,                0.50589,                0.51733,                0.42643,                 0.5488,                0.50589,                0.51903,                 0.4297,               0.036688,               0.019353,              0.0057378,               0.042612,              0.0056242,              0.0056242,              0.0056242
                    444,               0.021095,               0.013083,              0.0092701,               0.012985,                0.63666,                 0.4795,                0.52182,                0.43367,                0.63666,                 0.4795,                0.52327,                 0.4361,               0.037829,                0.01977,              0.0057082,               0.047291,              0.0056143,              0.0056143,              0.0056143
                    445,               0.020306,               0.013846,              0.0090908,               0.010141,                0.49502,                0.43394,                0.48353,                0.38776,                0.49502,                0.43394,                0.48342,                0.39161,               0.039371,               0.020281,              0.0058637,               0.052209,              0.0056044,              0.0056044,              0.0056044
                    446,               0.019916,               0.013956,              0.0093753,              0.0060051,                0.52107,                0.44451,                0.45887,                0.36228,                0.52107,                0.44451,                0.45658,                0.37712,               0.039321,               0.020358,               0.005878,               0.048733,              0.0055945,              0.0055945,              0.0055945
                    447,               0.019383,               0.012436,              0.0086733,               0.011399,                0.43962,                0.53136,                 0.5009,                0.40289,                0.43497,                0.52086,                0.48881,                0.39918,                0.03897,               0.021938,               0.005785,               0.044305,              0.0055846,              0.0055846,              0.0055846
                    448,                0.02045,               0.011509,              0.0094346,               0.014287,                0.53898,                0.49179,                0.49344,                0.39888,                0.52704,                0.49775,                 0.4903,                0.39868,               0.038344,                0.02266,              0.0056162,               0.048193,              0.0055747,              0.0055747,              0.0055747
                    449,               0.021839,               0.012754,               0.011389,               0.010243,                0.64269,                0.43847,                0.49613,                0.39951,                0.64269,                0.43847,                0.49388,                0.40228,               0.036058,               0.021553,              0.0053833,               0.048231,              0.0055648,              0.0055648,              0.0055648
                    450,               0.021292,               0.013312,              0.0086825,                0.01392,                0.53328,                0.47406,                0.52231,                0.42752,                0.53328,                0.47406,                0.52156,                0.42772,               0.034066,               0.020393,               0.005657,               0.047205,              0.0055549,              0.0055549,              0.0055549
                    451,               0.023584,               0.012919,              0.0080858,              0.0067709,                0.52844,                0.56817,                0.53048,                0.42178,                0.52844,                0.56817,                 0.5283,                0.42714,               0.035238,               0.020961,              0.0057213,               0.047387,               0.005545,               0.005545,               0.005545
                    452,               0.020854,               0.012595,               0.009061,              0.0073268,                0.55142,                0.52303,                 0.5443,                0.41845,                0.55142,                0.52303,                0.54067,                0.43836,               0.037791,               0.020547,              0.0059648,               0.048439,              0.0055351,              0.0055351,              0.0055351
                    453,               0.019129,               0.012572,               0.009157,               0.013559,                0.56552,                0.47795,                0.54156,                0.42438,                0.55038,                  0.472,                0.52406,                0.43147,               0.038181,               0.020086,                0.00562,               0.049101,              0.0055252,              0.0055252,              0.0055252
                    454,               0.021717,               0.012945,              0.0095467,               0.011141,                0.55302,                0.47055,                 0.4923,                0.39277,                0.53712,                0.46177,                0.48189,                0.39488,               0.040102,               0.019792,              0.0056846,               0.053641,              0.0055153,              0.0055153,              0.0055153
                    455,               0.021888,               0.012407,              0.0092212,              0.0089939,                0.46353,                0.45024,                0.48227,                0.39998,                0.43139,                0.45659,                0.46861,                0.38677,               0.039497,               0.019629,              0.0057504,               0.057176,              0.0055054,              0.0055054,              0.0055054
                    456,               0.021242,               0.012465,              0.0085005,              0.0067281,                0.44234,                0.54466,                0.52834,                0.43135,                0.43102,                0.53609,                0.51122,                0.42273,               0.039192,               0.019241,              0.0056305,               0.052984,              0.0054955,              0.0054955,              0.0054955
                    457,               0.021132,               0.015589,              0.0090666,              0.0065723,                0.46765,                0.45071,                0.50829,                0.41272,                0.46329,                0.45988,                0.49863,                0.40426,               0.035831,               0.018524,              0.0057676,               0.052348,              0.0054856,              0.0054856,              0.0054856
                    458,               0.018109,               0.011298,              0.0085669,              0.0091486,                0.49076,                 0.5082,                 0.5156,                0.42007,                0.47407,                0.50047,                0.50138,                0.41722,               0.035233,                0.01841,              0.0056691,               0.051184,              0.0054757,              0.0054757,              0.0054757
                    459,                0.02095,               0.012796,               0.010031,              0.0098534,                0.52011,                0.39984,                0.48216,                0.39281,                0.52011,                0.39984,                0.48003,                0.38603,               0.037579,                0.01893,              0.0056124,               0.056963,              0.0054658,              0.0054658,              0.0054658
                    460,               0.021395,               0.013991,               0.011518,               0.007068,                0.56636,                0.37905,                0.45002,                  0.358,                0.56636,                0.37905,                0.44919,                0.36471,               0.037144,                0.01949,              0.0056481,               0.062292,              0.0054559,              0.0054559,              0.0054559
                    461,               0.020633,               0.011613,              0.0078871,              0.0072899,                0.60199,                0.33669,                0.43036,                0.34377,                0.60199,                0.33669,                 0.4293,                0.34954,               0.036952,               0.019824,              0.0055971,               0.062453,               0.005446,               0.005446,               0.005446
                    462,               0.020072,               0.011502,              0.0081562,              0.0089957,                0.48776,                 0.4057,                0.43355,                0.35601,                0.48776,                 0.4057,                0.43538,                0.36008,               0.036725,               0.020166,              0.0057516,               0.057187,              0.0054361,              0.0054361,              0.0054361
                    463,               0.021489,               0.014414,              0.0092592,              0.0070907,                0.52703,                 0.4005,                0.45258,                0.35987,                0.52703,                 0.4005,                0.45079,                0.37073,               0.036174,               0.019652,              0.0057321,               0.057037,              0.0054262,              0.0054262,              0.0054262
                    464,               0.020045,               0.011735,              0.0088205,              0.0095035,                0.57285,                 0.4062,                0.48566,                0.40722,                0.57285,                 0.4062,                0.48749,                0.41322,                0.03586,               0.019701,              0.0056176,               0.055894,              0.0054163,              0.0054163,              0.0054163
                    465,               0.019889,               0.012497,               0.008527,              0.0092062,                0.52516,                0.46561,                0.50699,                0.41736,                0.52516,                0.46561,                0.50303,                 0.4194,                0.03667,               0.019634,              0.0055153,               0.054367,              0.0054064,              0.0054064,              0.0054064
                    466,               0.020468,               0.014663,               0.010258,              0.0082892,                0.57362,                0.46032,                0.52983,                0.44092,                0.57362,                0.46032,                0.52869,                0.43871,               0.035441,               0.019188,              0.0054512,               0.052028,              0.0053965,              0.0053965,              0.0053965
                    467,               0.018107,               0.011669,              0.0080689,               0.008294,                0.54399,                0.48714,                0.50077,                 0.4106,                0.54399,                0.48714,                0.50077,                0.40486,               0.034876,               0.019174,              0.0056009,               0.053192,              0.0053866,              0.0053866,              0.0053866
                    468,               0.018422,               0.011899,              0.0081844,              0.0067148,                0.57806,                0.47216,                0.48857,                0.39869,                0.57806,                0.47216,                0.49123,                0.39753,                0.03648,               0.019378,              0.0055614,               0.054987,              0.0053767,              0.0053767,              0.0053767
                    469,               0.019794,               0.011758,              0.0090797,              0.0088127,                0.52552,                0.48719,                 0.4707,                0.38086,                0.52552,                0.48719,                0.47511,                0.38858,               0.036329,               0.018877,              0.0055416,                0.05128,              0.0053668,              0.0053668,              0.0053668
                    470,               0.018894,               0.011014,              0.0087796,               0.017162,                 0.4816,                0.48043,                0.48384,                0.38579,                 0.4816,                0.48043,                0.47974,                0.39691,               0.036009,               0.018973,              0.0054102,               0.047467,              0.0053569,              0.0053569,              0.0053569
                    471,               0.019144,               0.012245,              0.0091661,              0.0064188,                0.59528,                0.38135,                0.47323,                 0.3772,                0.59528,                0.38135,                0.47245,                0.39053,               0.034388,               0.019065,              0.0053854,               0.046346,               0.005347,               0.005347,               0.005347
                    472,               0.020284,               0.013423,              0.0088055,               0.015244,                0.34729,                0.50117,                 0.4835,                0.39741,                0.34729,                0.50117,                 0.4835,                0.39717,               0.036139,               0.019024,              0.0053568,               0.049683,              0.0053371,              0.0053371,              0.0053371
                    473,               0.021108,               0.012448,              0.0089494,               0.007658,                0.51408,                0.38637,                0.46462,                0.38837,                0.51408,                0.38637,                0.46462,                0.38537,               0.035203,               0.019248,              0.0053861,               0.053155,              0.0053272,              0.0053272,              0.0053272
                    474,                0.02003,               0.011836,              0.0088949,               0.009403,                 0.4604,                0.43364,                0.45529,                0.38401,                 0.4604,                0.43364,                 0.4527,                0.38815,               0.034784,               0.019127,              0.0053961,                0.05535,              0.0053173,              0.0053173,              0.0053173
                    475,                0.01897,               0.011163,               0.008952,               0.010302,                0.45338,                0.39583,                0.44718,                0.38209,                0.45338,                0.39583,                0.44494,                0.37591,               0.035472,               0.019388,              0.0054941,                0.06053,              0.0053074,              0.0053074,              0.0053074
                    476,               0.018066,               0.012155,              0.0079159,              0.0095938,                0.44672,                0.39311,                0.44242,                0.37797,                0.44672,                0.39311,                0.43869,                0.38296,               0.037787,               0.019689,              0.0053618,                 0.0668,              0.0052975,              0.0052975,              0.0052975
                    477,               0.020363,               0.012099,              0.0098781,               0.007174,                0.35615,                0.53348,                0.43802,                0.36282,                0.35615,                0.53348,                0.43238,                0.36653,               0.038929,               0.019481,              0.0051455,               0.065945,              0.0052876,              0.0052876,              0.0052876
                    478,               0.018259,               0.014622,              0.0086453,              0.0058149,                0.53213,                0.35941,                 0.4359,                0.36869,                0.53213,                0.35941,                0.43111,                0.36884,               0.039673,               0.019725,              0.0049655,               0.063318,              0.0052777,              0.0052777,              0.0052777
                    479,               0.020313,               0.012139,              0.0086344,               0.015355,                0.42728,                0.44127,                0.44309,                0.38145,                0.42728,                0.44127,                0.43649,                0.36707,               0.039549,               0.019659,              0.0049663,               0.061075,              0.0052678,              0.0052678,              0.0052678
                    480,                0.01938,               0.012816,              0.0089574,              0.0080396,                0.48548,                0.39878,                0.45329,                0.37955,                0.48548,                0.39878,                0.45903,                0.37628,               0.039224,               0.019107,              0.0053759,               0.058063,              0.0052579,              0.0052579,              0.0052579
                    481,               0.021546,                 0.0152,              0.0091369,              0.0080604,                0.46395,                0.45397,                0.47002,                0.38766,                0.46395,                0.45397,                 0.4686,                0.39128,               0.038227,               0.018708,              0.0052938,               0.059077,               0.005248,               0.005248,               0.005248
                    482,               0.018231,                0.01247,              0.0084969,              0.0093828,                0.51717,                0.45802,                0.47505,                 0.3904,                0.51717,                0.45802,                 0.4761,                0.40052,               0.037769,               0.019098,              0.0052834,               0.062421,              0.0052381,              0.0052381,              0.0052381
                    483,               0.019029,               0.011945,              0.0090135,              0.0050243,                0.48854,                0.46609,                0.44529,                0.36794,                0.48854,                0.46609,                 0.4472,                0.36751,               0.037271,               0.020098,              0.0054417,               0.065475,              0.0052282,              0.0052282,              0.0052282
                    484,               0.017986,               0.011936,              0.0088545,              0.0091006,                0.45824,                0.49847,                0.44384,                0.36492,                0.45824,                0.49847,                0.44427,                0.36944,               0.036673,               0.019693,              0.0055504,               0.064877,              0.0052183,              0.0052183,              0.0052183
                   1000,                0.63153,                0.51566,                0.56728,                0.47203,                 0.6199,                0.50673,                0.55575,                 0.4632,               0.036311,               0.019908,              0.0051651,               0.036102
